,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1558,2018,0.0,NY.ADJ.DMIN.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
1559,2019,0.0,NY.ADJ.DMIN.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
1560,2020,0.0,NY.ADJ.DMIN.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
1561,2016,0.0,NY.ADJ.DMIN.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
1562,2017,0.0,NY.ADJ.DMIN.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
1563,2018,0.0,NY.ADJ.DMIN.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
1564,2019,0.0,NY.ADJ.DMIN.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
1565,2020,0.0,NY.ADJ.DMIN.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
1566,2016,0.0,NY.ADJ.DMIN.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1567,2017,0.0,NY.ADJ.DMIN.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1568,2018,0.0,NY.ADJ.DMIN.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1569,2019,0.0,NY.ADJ.DMIN.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1570,2020,0.0,NY.ADJ.DMIN.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
1571,2016,0.0,NY.ADJ.DMIN.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1572,2017,0.0,NY.ADJ.DMIN.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1573,2018,0.0,NY.ADJ.DMIN.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1574,2019,0.0,NY.ADJ.DMIN.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1575,2020,0.0,NY.ADJ.DMIN.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
1576,2016,701609544.550986,NY.ADJ.DMIN.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1577,2017,592153533.822812,NY.ADJ.DMIN.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1578,2018,532265056.705963,NY.ADJ.DMIN.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1579,2019,597035131.534669,NY.ADJ.DMIN.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1580,2020,676911165.905484,NY.ADJ.DMIN.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
1581,2016,63702099.1523964,NY.ADJ.DMIN.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1582,2017,67982670.8725484,NY.ADJ.DMIN.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1583,2018,0.0,NY.ADJ.DMIN.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1584,2019,0.0,NY.ADJ.DMIN.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1585,2020,0.0,NY.ADJ.DMIN.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
1586,2016,254440194.707743,NY.ADJ.DMIN.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1587,2017,280242790.093976,NY.ADJ.DMIN.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1588,2018,15595551.501362,NY.ADJ.DMIN.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1589,2019,0.0,NY.ADJ.DMIN.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1590,2020,0.0,NY.ADJ.DMIN.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
1591,2016,0.0,NY.ADJ.DMIN.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1592,2017,0.0,NY.ADJ.DMIN.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1593,2018,0.0,NY.ADJ.DMIN.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1594,2019,0.0,NY.ADJ.DMIN.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1595,2020,0.0,NY.ADJ.DMIN.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
1596,2016,0.0,NY.ADJ.DMIN.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1597,2017,0.0,NY.ADJ.DMIN.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1598,2018,0.0,NY.ADJ.DMIN.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1599,2019,0.0,NY.ADJ.DMIN.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1600,2020,0.0,NY.ADJ.DMIN.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1601,2016,0.0,NY.ADJ.DMIN.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1602,2017,29623289.655757,NY.ADJ.DMIN.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1603,2018,94074282.2912698,NY.ADJ.DMIN.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1604,2019,0.0,NY.ADJ.DMIN.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1605,2016,0.0,NY.ADJ.DMIN.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
1606,2017,0.0,NY.ADJ.DMIN.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
1607,2018,0.0,NY.ADJ.DMIN.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
1608,2019,0.0,NY.ADJ.DMIN.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
1609,2020,0.0,NY.ADJ.DMIN.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
1610,2016,0.0,NY.ADJ.DMIN.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1611,2017,0.0,NY.ADJ.DMIN.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1612,2018,0.0,NY.ADJ.DMIN.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1613,2019,0.0,NY.ADJ.DMIN.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1614,2020,0.0,NY.ADJ.DMIN.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1615,2016,67824859.602423,NY.ADJ.DMIN.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1616,2017,70295233.6693378,NY.ADJ.DMIN.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1617,2018,24296820.3248778,NY.ADJ.DMIN.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1618,2019,21355766.7350089,NY.ADJ.DMIN.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1619,2020,9357441.51014404,NY.ADJ.DMIN.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1620,2016,0.0,NY.ADJ.DMIN.CD,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1621,2017,0.0,NY.ADJ.DMIN.CD,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1622,2018,0.0,NY.ADJ.DMIN.CD,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1623,2019,0.0,NY.ADJ.DMIN.CD,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1624,2020,0.0,NY.ADJ.DMIN.CD,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1625,2016,13028423.5704696,NY.ADJ.DMIN.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1626,2017,13062558.8278792,NY.ADJ.DMIN.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1627,2018,14441433.2586038,NY.ADJ.DMIN.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1628,2019,13679529.8005073,NY.ADJ.DMIN.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1629,2020,15225439.5011596,NY.ADJ.DMIN.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1630,2016,57296333.8914012,NY.ADJ.DMIN.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
1631,2017,162474795.346994,NY.ADJ.DMIN.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
1632,2018,166952306.772135,NY.ADJ.DMIN.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
1633,2019,114027419.930031,NY.ADJ.DMIN.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
1634,2020,128958631.66861,NY.ADJ.DMIN.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
1635,2016,27501.7089050666,NY.ADJ.DMIN.CD,FRA,France,Europe & Central Asia,High income,Not classified
1636,2017,47209.7160214233,NY.ADJ.DMIN.CD,FRA,France,Europe & Central Asia,High income,Not classified
1637,2018,93608.9302695021,NY.ADJ.DMIN.CD,FRA,France,Europe & Central Asia,High income,Not classified
1638,2019,0.0,NY.ADJ.DMIN.CD,FRA,France,Europe & Central Asia,High income,Not classified
1639,2020,0.0,NY.ADJ.DMIN.CD,FRA,France,Europe & Central Asia,High income,Not classified
1640,2016,0.0,NY.ADJ.DMIN.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1641,2017,0.0,NY.ADJ.DMIN.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1642,2018,0.0,NY.ADJ.DMIN.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1643,2019,0.0,NY.ADJ.DMIN.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1644,2020,0.0,NY.ADJ.DMIN.CD,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1645,2016,8042724.23281657,NY.ADJ.DMIN.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1646,2017,6390475.78812162,NY.ADJ.DMIN.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1647,2018,695187.992128119,NY.ADJ.DMIN.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1648,2019,762705.954821747,NY.ADJ.DMIN.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1649,2020,3585913.58886532,NY.ADJ.DMIN.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1650,2016,0.0,NY.ADJ.DMIN.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1651,2017,0.0,NY.ADJ.DMIN.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1652,2018,0.0,NY.ADJ.DMIN.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1653,2019,0.0,NY.ADJ.DMIN.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1654,2020,0.0,NY.ADJ.DMIN.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1655,2016,55402534.573596,NY.ADJ.DMIN.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1656,2017,43949183.1470407,NY.ADJ.DMIN.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1657,2018,46887764.6388574,NY.ADJ.DMIN.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1658,2019,68588789.80128,NY.ADJ.DMIN.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1659,2020,83037268.8165294,NY.ADJ.DMIN.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1660,2016,0.0,NY.ADJ.DMIN.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
1661,2017,0.0,NY.ADJ.DMIN.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
1662,2018,0.0,NY.ADJ.DMIN.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
1663,2019,1133445565.07558,NY.ADJ.DMIN.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
1664,2020,1184567183.52845,NY.ADJ.DMIN.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
1665,2016,929549662.569355,NY.ADJ.DMIN.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1666,2017,809823710.024095,NY.ADJ.DMIN.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1667,2018,1031388112.10154,NY.ADJ.DMIN.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1668,2019,1079563495.07867,NY.ADJ.DMIN.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1669,2020,1373364903.62282,NY.ADJ.DMIN.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1670,2016,0.0,NY.ADJ.DMIN.CD,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
1671,2017,0.0,NY.ADJ.DMIN.CD,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
1672,2018,0.0,NY.ADJ.DMIN.CD,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
1673,2019,0.0,NY.ADJ.DMIN.CD,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
1674,2020,0.0,NY.ADJ.DMIN.CD,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
1675,2016,38990538.1215209,NY.ADJ.DMIN.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
1676,2017,40721574.1636681,NY.ADJ.DMIN.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
1677,2018,47471134.3626942,NY.ADJ.DMIN.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
1678,2019,28210415.2987826,NY.ADJ.DMIN.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
1679,2020,26595315.6804897,NY.ADJ.DMIN.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
1680,2016,0.0,NY.ADJ.DMIN.CD,GRL,Greenland,Europe & Central Asia,High income,Not classified
1681,2017,0.0,NY.ADJ.DMIN.CD,GRL,Greenland,Europe & Central Asia,High income,Not classified
1682,2018,0.0,NY.ADJ.DMIN.CD,GRL,Greenland,Europe & Central Asia,High income,Not classified
1683,2019,0.0,NY.ADJ.DMIN.CD,GRL,Greenland,Europe & Central Asia,High income,Not classified
1684,2020,0.0,NY.ADJ.DMIN.CD,GRL,Greenland,Europe & Central Asia,High income,Not classified
1685,2016,0.0,NY.ADJ.DMIN.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1686,2017,0.0,NY.ADJ.DMIN.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1687,2018,0.0,NY.ADJ.DMIN.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1688,2019,0.0,NY.ADJ.DMIN.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1689,2020,0.0,NY.ADJ.DMIN.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1690,2016,0.0,NY.ADJ.DMIN.CD,GUM,Guam,East Asia & Pacific,High income,Not classified
1691,2017,0.0,NY.ADJ.DMIN.CD,GUM,Guam,East Asia & Pacific,High income,Not classified
1692,2018,0.0,NY.ADJ.DMIN.CD,GUM,Guam,East Asia & Pacific,High income,Not classified
1693,2019,0.0,NY.ADJ.DMIN.CD,GUM,Guam,East Asia & Pacific,High income,Not classified
1694,2020,0.0,NY.ADJ.DMIN.CD,GUM,Guam,East Asia & Pacific,High income,Not classified
1695,2016,236331046.215184,NY.ADJ.DMIN.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1696,2017,97093894.7201688,NY.ADJ.DMIN.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1697,2018,77499738.747992,NY.ADJ.DMIN.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1698,2019,120642371.098024,NY.ADJ.DMIN.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1699,2020,134893287.732983,NY.ADJ.DMIN.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1700,2016,190375201.303687,NY.ADJ.DMIN.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1701,2017,218634377.455293,NY.ADJ.DMIN.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1702,2018,149525724.282321,NY.ADJ.DMIN.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1703,2019,0.0,NY.ADJ.DMIN.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1704,2020,0.0,NY.ADJ.DMIN.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1705,2016,0.0,NY.ADJ.DMIN.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1706,2017,0.0,NY.ADJ.DMIN.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1707,2018,0.0,NY.ADJ.DMIN.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1708,2019,0.0,NY.ADJ.DMIN.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1709,2020,0.0,NY.ADJ.DMIN.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1710,2016,343891934.670586,NY.ADJ.DMIN.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1711,2017,275971296.371654,NY.ADJ.DMIN.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1712,2018,87077203.4027966,NY.ADJ.DMIN.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1713,2019,100013179.905624,NY.ADJ.DMIN.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1714,2020,122718418.912369,NY.ADJ.DMIN.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1715,2016,0.0,NY.ADJ.DMIN.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1716,2017,0.0,NY.ADJ.DMIN.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1717,2018,0.0,NY.ADJ.DMIN.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1718,2019,0.0,NY.ADJ.DMIN.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1719,2020,0.0,NY.ADJ.DMIN.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1720,2016,26914104.3003029,NY.ADJ.DMIN.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1721,2017,24137528.2518735,NY.ADJ.DMIN.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1722,2018,34992.3483766925,NY.ADJ.DMIN.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1723,2019,113165.080885321,NY.ADJ.DMIN.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1724,2020,138897.364916835,NY.ADJ.DMIN.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1725,2016,0.0,NY.ADJ.DMIN.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1726,2017,0.0,NY.ADJ.DMIN.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1727,2018,0.0,NY.ADJ.DMIN.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1728,2019,0.0,NY.ADJ.DMIN.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1729,2020,0.0,NY.ADJ.DMIN.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1730,2016,5017.8909202017,NY.ADJ.DMIN.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
1731,2017,11739.0367479098,NY.ADJ.DMIN.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
1732,2018,4863.789118167,NY.ADJ.DMIN.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
1733,2019,0.0,NY.ADJ.DMIN.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
1734,2020,0.0,NY.ADJ.DMIN.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
1735,2016,0.0,NY.ADJ.DMIN.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
1736,2017,0.0,NY.ADJ.DMIN.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
1737,2018,0.0,NY.ADJ.DMIN.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
1738,2019,0.0,NY.ADJ.DMIN.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
1739,2020,0.0,NY.ADJ.DMIN.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
1740,2016,4269349275.26658,NY.ADJ.DMIN.CD,IND,India,South Asia,Lower middle income,IBRD
1741,2017,5511195168.92398,NY.ADJ.DMIN.CD,IND,India,South Asia,Lower middle income,IBRD
1742,2018,7532668129.21786,NY.ADJ.DMIN.CD,IND,India,South Asia,Lower middle income,IBRD
1743,2019,7849249432.08488,NY.ADJ.DMIN.CD,IND,India,South Asia,Lower middle income,IBRD
1744,2020,11589510633.7518,NY.ADJ.DMIN.CD,IND,India,South Asia,Lower middle income,IBRD
1745,2016,1640256600.17856,NY.ADJ.DMIN.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1746,2017,2004640537.80759,NY.ADJ.DMIN.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1747,2018,3021102799.57016,NY.ADJ.DMIN.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1748,2019,3736593340.80522,NY.ADJ.DMIN.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1749,2020,2971107828.78702,NY.ADJ.DMIN.CD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1750,2016,679509720.644444,NY.ADJ.DMIN.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1751,2017,1030371567.5423,NY.ADJ.DMIN.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1752,2018,1150125204.95784,NY.ADJ.DMIN.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1753,2019,1037386276.89213,NY.ADJ.DMIN.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1754,2020,1440041888.26906,NY.ADJ.DMIN.CD,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1755,2016,0.0,NY.ADJ.DMIN.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1756,2017,0.0,NY.ADJ.DMIN.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1757,2018,0.0,NY.ADJ.DMIN.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1758,2019,0.0,NY.ADJ.DMIN.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1759,2020,0.0,NY.ADJ.DMIN.CD,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1760,2016,28549166.1833598,NY.ADJ.DMIN.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
1761,2017,129085492.094184,NY.ADJ.DMIN.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
1762,2018,110004912.185026,NY.ADJ.DMIN.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
1763,2019,43758363.7407324,NY.ADJ.DMIN.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
1764,2020,30934270.6593361,NY.ADJ.DMIN.CD,IRL,Ireland,Europe & Central Asia,High income,Not classified
1765,2016,0.0,NY.ADJ.DMIN.CD,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
1766,2017,0.0,NY.ADJ.DMIN.CD,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
1767,2018,0.0,NY.ADJ.DMIN.CD,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
1768,2019,0.0,NY.ADJ.DMIN.CD,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
1769,2020,0.0,NY.ADJ.DMIN.CD,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
1770,2016,154332554.262217,NY.ADJ.DMIN.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
1771,2017,71874212.1964901,NY.ADJ.DMIN.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
1772,2018,106632018.629848,NY.ADJ.DMIN.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
1773,2019,0.0,NY.ADJ.DMIN.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
1774,2020,0.0,NY.ADJ.DMIN.CD,ISR,Israel,Middle East & North Africa,High income,Not classified
1775,2016,0.0,NY.ADJ.DMIN.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1776,2017,0.0,NY.ADJ.DMIN.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1777,2018,0.0,NY.ADJ.DMIN.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1778,2019,0.0,NY.ADJ.DMIN.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1779,2020,0.0,NY.ADJ.DMIN.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1780,2016,15068818.3886175,NY.ADJ.DMIN.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1781,2017,23463577.3574475,NY.ADJ.DMIN.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1782,2018,26018261.4575157,NY.ADJ.DMIN.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1783,2019,0.0,NY.ADJ.DMIN.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1784,2020,0.0,NY.ADJ.DMIN.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1785,2016,56367088.1489921,NY.ADJ.DMIN.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1786,2017,58626837.2848061,NY.ADJ.DMIN.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1787,2018,73406239.6920179,NY.ADJ.DMIN.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1788,2019,1468057882.66864,NY.ADJ.DMIN.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1789,2020,1216341689.23889,NY.ADJ.DMIN.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
